store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source
l028,,https://www.aldi.us/stores/l/mi/howell/2260-e-grand-river-ave/l028,ALDI 2260 E. Grand River Ave,open,2260 E. Grand River Ave,Howell,,Michigan,MI,48843,US,42.599,-83.9089,America/Detroit,,,,26,26093,26093742403,260937424034012,19820,220,ceo,census
f746,,https://www.aldi.us/stores/l/wi/neenah/927-s-green-bay-road/f746,ALDI 927 S. Green Bay Road,open,927 S. Green Bay Road,Neenah,,Wisconsin,WI,54956,US,44.1745,-88.4857,America/Chicago,,,,55,55139,55139003400,551390034004020,36780,118,ceo,census
f185,,https://www.aldi.us/stores/l/ky/owensboro/2945-highway-54/f185,ALDI 2945 Highway 54,open,2945 Highway 54,Owensboro,,Kentucky,KY,42303,US,37.7564,-87.0649,America/Chicago,,,,21,21059,21059001401,210590014013036,36980,,ceo,census
f169,,https://www.aldi.us/stores/l/ia/ottumwa/940-quincy-avenue/f169,ALDI 940 Quincy Avenue,open,940 Quincy Avenue,Ottumwa,,Iowa,IA,52501,US,41.0154,-92.4385,America/Chicago,,,,19,19179,19179960600,191799606003004,36900,,ceo,census
l923,,https://www.aldi.us/stores/l/ga/columbus/6301-veterans-pkwy-ste-500/l923,ALDI 6301 Veterans Pkwy Ste 500,open,6301 Veterans Pkwy Ste 500,Columbus,,Georgia,GA,31909,US,32.5358,-84.9564,America/New_York,,,,13,13215,13215010304,132150103041023,17980,194,ceo,census
l029,,https://www.aldi.us/stores/l/mi/ann-arbor/2340-dexter-ave/l029,ALDI 2340 Dexter Ave.,open,2340 Dexter Ave.,Ann Arbor,,Michigan,MI,48103,US,42.2852,-83.7791,America/Detroit,,,,26,26161,26161403400,261614034001000,11460,220,ceo,census
fa88,,https://www.aldi.us/stores/l/tx/richmond/7945-west-grand-parkway-south/fa88,ALDI 7945 W. Grand Parkway South,open,7945 West Grand Parkway South,Richmond,,Texas,TX,77407,US,29.664,-95.7411,America/Chicago,,,,48,48157,48157672903,481576729033023,26420,288,ceo,census
l030,,https://www.aldi.us/stores/l/mi/mount-pleasant/4512-e-blue-grass-rd/l030,ALDI 4512 E Blue Grass Rd,open,4512 E Blue Grass Rd,Mount Pleasant,,Michigan,MI,48858,US,43.5749,-84.7571,America/Detroit,,,,26,26073,26073000701,260730007011000,34380,394,ceo,census
l924,,https://www.aldi.us/stores/l/ga/covington/11152-highway-142-ne/l924,ALDI 11152 Highway 142 NE,open,11152 Highway 142 NE,Covington,,Georgia,GA,30014,US,33.6078,-83.8267,America/New_York,,,,13,13217,13217100101,132171001014014,12060,122,ceo,census
f170,,https://www.aldi.us/stores/l/mo/kirksville/2115-n-baltimore/f170,ALDI 2115 N. Baltimore,open,2115 N. Baltimore,Kirksville,,Missouri,MO,63501,US,40.2141,-92.5838,America/Chicago,,,,29,29001,29001950300,290019503001022,28860,,ceo,census
f747,,https://www.aldi.us/stores/l/wi/wausau/225805-rib-mountain-drive/f747,ALDI 225805 Rib Mountain Drive,open,225805 Rib Mountain Drive,Wausau,,Wisconsin,WI,54401,US,44.917,-89.6489,America/Chicago,,,,55,55073,55073001300,550730013002000,48140,554,ceo,fcc
f186,,https://www.aldi.us/stores/l/in/peru/970-w-main-st/f186,ALDI 970 W Main St,open,970 W Main St,Peru,,Indiana,IN,46970,US,40.7465,-86.0977,America/Indiana/Indianapolis,,,,18,18103,18103952300,181039523003012,37940,294,ceo,census
l925,,https://www.aldi.us/stores/l/ga/hampton/11499-tara-blvd/l925,ALDI 11499 Tara Blvd,open,11499 Tara Blvd,Hampton,,Georgia,GA,30228,US,33.4417,-84.3228,America/New_York,,,,13,13063,13063040637,130630406372001,12060,122,ceo,fcc
l031,,https://www.aldi.us/stores/l/mi/saginaw/6015-state-street/l031,ALDI 6015 State Street,open,6015 State Street,Saginaw,,Michigan,MI,48603,US,43.4364,-84.0353,America/Detroit,,,,26,26145,26145010502,261450105022001,40980,474,ceo,census
l808,,https://www.aldi.us/stores/l/tx/tyler/200-ssw-loop-323/l808,ALDI 200 SSW Loop 323,open,200 SSW Loop 323,Tyler,,Texas,TX,75702,US,32.3519,-95.3438,America/Chicago,,,,48,48423,48423001607,484230016072011,46340,540,ceo,fcc
f172,,https://www.aldi.us/stores/l/ia/mount-pleasant/1309-east-washington/f172,ALDI 1309 East Washington,open,1309 East Washington,Mount Pleasant,,Iowa,IA,52641,US,40.9639,-91.5336,America/Chicago,,,,19,19087,19087970400,190879704002042,,,ceo,census
l926,,https://www.aldi.us/stores/l/ga/lithonia/6650-covington-hwy/l926,ALDI 6650 Covington Hwy,open,6650 Covington Hwy,Lithonia,,Georgia,GA,30058,US,33.7181,-84.1467,America/New_York,,,,13,13089,13089023327,130890233271002,12060,122,ceo,census
f748,,https://www.aldi.us/stores/l/wi/portage/2941-new-pinery-road/f748,ALDI 2941 New Pinery Road,open,2941 New Pinery Road,Portage,,Wisconsin,WI,53901,US,43.5707,-89.4692,America/Chicago,,,,55,55021,55021970500,550219705002016,31540,357,ceo,census
l927,,https://www.aldi.us/stores/l/ga/kennesaw/3076-cobb-parkway-nw/l927,ALDI 3076 Cobb Parkway NW,open,3076 Cobb Parkway NW,Kennesaw,,Georgia,GA,30152,US,34.0303,-84.6507,America/New_York,,,,13,13067,13067030260,130670302601005,12060,122,ceo,census
f187,,https://www.aldi.us/stores/l/in/muncie/210-w-mcgalliard/f187,ALDI 210 W McGalliard,open,210 W McGalliard,Muncie,,Indiana,IN,47303,US,40.2201,-85.3882,America/Indiana/Indianapolis,,,,18,18035,18035002000,180350020001014,34620,294,ceo,census
l809,,https://www.aldi.us/stores/l/tx/longview/1725-w-loop-281/l809,ALDI 1725 W. Loop 281,open,1725 W. Loop 281,Longview,,Texas,TX,75604,US,32.5271,-94.7822,America/Chicago,,,,48,48183,48183000601,481830006013023,30980,,ceo,census
l032,,https://www.aldi.us/stores/l/mi/burton/1054-center-road/l032,ALDI 1054 Center Road,open,1054 Center Road,Burton,,Michigan,MI,48509,US,43.0206,-83.6342,America/Detroit,,,,26,26049,26049011505,260490115053002,22420,220,ceo,census
f749,,https://www.aldi.us/stores/l/wi/milwaukee/5811-w-oklahoma-avenue/f749,ALDI 5811 W. Oklahoma Avenue,open,5811 W. Oklahoma Avenue,Milwaukee,,Wisconsin,WI,53219,US,42.9879,-87.9867,America/Chicago,,,,55,55079,55079019800,550790198005005,33340,376,ceo,census
l033,,https://www.aldi.us/stores/l/mi/saginaw/5275-bay-road/l033,ALDI 5275 Bay Road,open,5275 Bay Road,Saginaw,,Michigan,MI,48604,US,43.4841,-83.9753,America/Detroit,,,,26,26145,26145010200,261450102001051,40980,474,ceo,census
f173,,https://www.aldi.us/stores/l/ia/fort-madison/927-avenue-g/f173,ALDI 927 Avenue G,open,927 Avenue G,Fort Madison,,Iowa,IA,52627,US,40.6313,-91.3147,America/Chicago,,,,19,19111,19111490200,191114902001020,22800,161,ceo,census
f188,,https://www.aldi.us/stores/l/in/kokomo/1381-s-reed-road/f188,ALDI 1381 S. Reed Road,open,1381 S. Reed Road,Kokomo,,Indiana,IN,46902,US,40.4707,-86.1087,America/Indiana/Indianapolis,,,,18,18067,18067001200,180670012003001,29020,294,ceo,census
fb34,,https://www.aldi.us/stores/l/ca/oxnard/1710-e-gonzales-rd/fb34,ALDI 1710 E Gonzales Rd,open,1710 E Gonzales Rd,Oxnard,,California,CA,93036,US,34.2177,-119.1597,America/Los_Angeles,,,,06,06111,06111003102,061110031022000,37100,348,ceo,census
l928,,https://www.aldi.us/stores/l/ga/fayetteville/1060-highway-85-north/l928,ALDI 1060 Highway 85 North,open,1060 Highway 85 North,Fayetteville,,Georgia,GA,30214,US,33.4726,-84.4446,America/New_York,,,,13,13113,13113140403,131131404034016,12060,122,ceo,census
l713,,https://www.aldi.us/stores/l/fl/tampa/10419-sheldon-rd/l713,ALDI 10419 Sheldon Rd.,open,10419 Sheldon Rd.,Tampa,,Florida,FL,33626,US,28.0428,-82.5819,America/New_York,,,,12,12057,12057011412,120570114122016,45300,,ceo,census
l034,,https://www.aldi.us/stores/l/mi/midland/1200-joe-mann-blvd/l034,ALDI 1200 Joe Mann Blvd.,open,1200 Joe Mann Blvd.,Midland,,Michigan,MI,48642,US,43.6618,-84.2414,America/Detroit,,,,26,26111,26111291104,261112911043018,33220,474,ceo,census
f752,,https://www.aldi.us/stores/l/wi/grafton/1120-n-port-washington-rd/f752,ALDI 1120 N. Port Washington Rd.,open,1120 N. Port Washington Rd.,Grafton,,Wisconsin,WI,53024,US,43.3219,-87.925,America/Chicago,,,,55,55089,55089640202,550896402025016,33340,376,ceo,census
l929,,https://www.aldi.us/stores/l/ga/woodstock/200-west-village-dr/l929,ALDI 200 West Village Dr.,open,200 West Village Dr.,Woodstock,,Georgia,GA,30188,US,34.0883,-84.4693,America/New_York,,,,13,13057,13057090908,130570909083015,12060,122,ceo,fcc
fa99,,https://www.aldi.us/stores/l/tx/lake-jackson/206-texas-332/fa99,ALDI 206 Hwy 332 E.,open,206 Texas 332,Lake Jackson,,Texas,TX,77566,US,29.0403,-95.4549,America/Chicago,,,,48,48039,48039663200,480396632001024,26420,288,ceo,census
f174,,https://www.aldi.us/stores/l/mo/moberly/400-hwy-24-east/f174,ALDI 400 Hwy. 24 East,open,400 Hwy. 24 East,Moberly,,Missouri,MO,65270,US,39.4421,-92.4308,America/Chicago,,,,29,29175,29175490300,291754903003005,33620,190,ceo,census
l035,,https://www.aldi.us/stores/l/mi/bay-city/4101-north-euclid-avenue/l035,ALDI 4101 North Euclid Avenue,open,4101 North Euclid Avenue,Bay City,,Michigan,MI,48706,US,43.6207,-83.9134,America/Detroit,,,,26,26017,26017285800,260172858001002,13020,474,ceo,census
l930,,https://www.aldi.us/stores/l/ga/duluth/2618-pleasant-hill-road/l930,ALDI 2618 Pleasant Hill Road,open,2618 Pleasant Hill Road,Duluth,,Georgia,GA,30096,US,33.9712,-84.1473,America/New_York,,,,13,13135,13135050222,131350502222001,12060,122,ceo,census
f753,,https://www.aldi.us/stores/l/il/waukegan/1050-s-waukegan-rd/f753,ALDI 1050 S Waukegan Rd,open,1050 S Waukegan Rd,Waukegan,,Illinois,IL,60085,US,42.3396,-87.8955,America/Chicago,,,,17,17097,17097861504,170978615043020,16980,176,ceo,census
l036,,https://www.aldi.us/stores/l/mi/clinton-township/41500-hayes-rd/l036,ALDI 41500 Hayes Rd,open,41500 Hayes Rd,Clinton Township,,Michigan,MI,48038,US,42.601,-82.9715,America/Detroit,,,,26,26099,26099240300,260992403003008,19820,220,ceo,census
f189,,https://www.aldi.us/stores/l/in/columbus/1505-n-national-road/f189,ALDI 1505 N National Road,open,1505 N National Road,Columbus,,Indiana,IN,47201,US,39.2154,-85.8811,America/Indiana/Indianapolis,,,,18,18005,18005010500,180050105004027,18020,294,ceo,census
l821,,https://www.aldi.us/stores/l/tx/corsicana/3623-w-state-hwy-31/l821,ALDI 3623 W. State Hwy. 31,open,3623 W. State Hwy. 31,Corsicana,,Texas,TX,75110,US,32.0702,-96.5036,America/Chicago,,,,48,48349,48349970901,483499709012000,18620,206,ceo,census
f190,,https://www.aldi.us/stores/l/in/noblesville/16971-clover-rd/f190,ALDI 16971 Clover Rd.,open,16971 Clover Rd.,Noblesville,,Indiana,IN,46060,US,40.0361,-85.9975,America/Indiana/Indianapolis,,,,18,18057,18057110700,180571107002027,26900,294,ceo,census
f175,,https://www.aldi.us/stores/l/mo/mexico/2875-s-clark-street/f175,ALDI 2875 S. Clark Street,open,2875 S. Clark Street,Mexico,,Missouri,MO,65265,US,39.1466,-91.8916,America/Chicago,,,,29,29007,29007950700,290079507003013,33020,190,ceo,fcc
l882,,https://www.aldi.us/stores/l/ga/athens/1055-gaines-school-rd-104/l882,ALDI 1055 Gaines School Rd #104,open,1055 Gaines School Rd #104,Athens,,Georgia,GA,30605,US,33.9266,-83.3369,America/New_York,,,,13,13059,13059150800,130591508001000,12020,122,ceo,census
l931,,https://www.aldi.us/stores/l/ga/college-park/5820-riverdale-road/l931,ALDI 5820 Riverdale Road,open,5820 Riverdale Road,College Park,,Georgia,GA,30349,US,33.5965,-84.428,America/New_York,,,,13,13063,13063040519,130630405193003,12060,122,ceo,census
fb02,,https://www.aldi.us/stores/l/tx/crosby/14130-farm-to-market-2100/fb02,ALDI 14130 FM 2100 Rd.,open,14130 Farm to Market 2100,Crosby,,Texas,TX,77532,US,29.8957,-95.0626,America/Chicago,,,,48,48201,48201252700,482012527001022,26420,288,ceo,census
l037,,https://www.aldi.us/stores/l/mi/woodhaven/20076-west-rd/l037,ALDI 20076 West Rd,open,20076 West Rd,Woodhaven,,Michigan,MI,48183,US,42.1415,-83.2278,America/Detroit,,,,26,26163,26163982102,261639821021000,19820,220,ceo,census
f754,,https://www.aldi.us/stores/l/wi/mukwonago/111-e-wolf-run/f754,ALDI 111 E. Wolf Run,open,111 E. Wolf Run,Mukwonago,,Wisconsin,WI,53149,US,42.8498,-88.3173,America/Chicago,,,,55,55133,55133203902,551332039024015,33340,376,ceo,census
l932,,https://www.aldi.us/stores/l/ga/decatur/4900-flat-shoals-parkway/l932,ALDI 4900 Flat Shoals Parkway,open,4900 Flat Shoals Parkway,Decatur,,Georgia,GA,30034,US,33.6813,-84.2279,America/New_York,,,,13,13089,13089023447,130890234472008,12060,122,ceo,census
f176,,https://www.aldi.us/stores/l/mo/columbia/807-business-loop-70-west/f176,ALDI 807 Business Loop 70 West,open,807 Business Loop 70 West,Columbia,,Missouri,MO,65203,US,38.9668,-92.3488,America/Chicago,,,,29,29019,29019000900,290190009002003,17860,190,ceo,fcc
l038,,https://www.aldi.us/stores/l/mi/wyandotte/2931-fort-st/l038,ALDI 2931 Fort St.,open,2931 Fort St.,Wyandotte,,Michigan,MI,48192,US,42.203,-83.1798,America/Detroit,,,,26,26163,26163580500,261635805001006,19820,220,ceo,census
fb03,,https://www.aldi.us/stores/l/tx/houston/3601-south-texas-6/fb03,ALDI 3601 Hwy. 6 South,open,3601 South Texas 6,Houston,,Texas,TX,77082,US,29.7177,-95.6432,America/Chicago,,,,48,48201,48201451800,482014518004013,26420,288,ceo,census
f191,,https://www.aldi.us/stores/l/in/new-castle/107-s-memorial-dr/f191,ALDI 107 S Memorial Dr,open,107 S Memorial Dr,New Castle,,Indiana,IN,47362,US,39.9305,-85.3836,America/Indiana/Indianapolis,,,,18,18065,18065975900,180659759001033,35220,294,ceo,census
f755,,https://www.aldi.us/stores/l/wi/rhinelander/1405-lincoln-street/f755,ALDI 1405 Lincoln Street,open,1405 Lincoln Street,Rhinelander,,Wisconsin,WI,54501,US,45.6337,-89.3906,America/Chicago,,,,55,55085,55085971400,550859714004005,,,ceo,census
l040,,https://www.aldi.us/stores/l/mi/owosso/1630-e-main-street/l040,ALDI 1630 E. Main Street,open,1630 E. Main Street,Owosso,,Michigan,MI,48867,US,42.9973,-84.1382,America/Detroit,,,,26,26155,26155031600,261550316003006,37020,330,ceo,census
fb90,,https://www.aldi.us/stores/l/ca/corona/705-north-main-street/fb90,ALDI 705 N Main St,open,705 North Main Street,Corona,,California,CA,92878,US,33.8904,-117.5626,America/Los_Angeles,,,,06,06065,06065040809,060650408092011,40140,348,ceo,census
l934,,https://www.aldi.us/stores/l/ga/atlanta/1461-moreland-ave/l934,ALDI 1461 Moreland Ave.,open,1461 Moreland Ave.,Atlanta,,Georgia,GA,30316,US,33.7139,-84.35,America/New_York,,,,13,13121,13121006900,131210069001010,12060,122,ceo,census
l933,,https://www.aldi.us/stores/l/ga/atlanta/3963-buford-hwy/l933,ALDI 3963 Buford Hwy.,open,3963 Buford Hwy.,Atlanta,,Georgia,GA,30345,US,33.8582,-84.3107,America/New_York,,,,13,13089,13089021410,130890214101009,12060,122,ceo,census
f177,,https://www.aldi.us/stores/l/mo/jefferson-city/2413-missouri-blvd/f177,ALDI 2413 Missouri Blvd,open,2413 Missouri Blvd,Jefferson City,,Missouri,MO,65109,US,38.5802,-92.2102,America/Chicago,,,,29,29051,29051010701,290510107013006,27620,190,ceo,census
fb07,,https://www.aldi.us/stores/l/tx/houston/9870-louetta-road/fb07,ALDI 9870 Louetta Rd.,open,9870 Louetta Road,Houston,,Texas,TX,77070,US,30.0021,-95.5599,America/Chicago,,,,48,48201,48201554201,482015542011013,26420,288,ceo,census
f192,,https://www.aldi.us/stores/l/ky/elizabethtown/1504-n-dixie-hwy/f192,ALDI 1504 N Dixie Hwy,open,1504 N Dixie Hwy,Elizabethtown,,Kentucky,KY,42701,US,37.7259,-85.8843,America/New_York,,,,21,21093,21093001300,210930013001004,21060,350,ceo,fcc
f756,,https://www.aldi.us/stores/l/wi/beloit/2780-milwaukee-road/f756,ALDI 2780 Milwaukee Road,open,2780 Milwaukee Road,Beloit,,Wisconsin,WI,53511,US,42.523,-88.9842,America/Chicago,,,,55,55105,55105002602,551050026022028,27500,357,ceo,census
l041,,https://www.aldi.us/stores/l/mi/waterford/5038-highland-rd/l041,ALDI 5038 Highland Rd,open,5038 Highland Rd,Waterford,,Michigan,MI,48327,US,42.6612,-83.3876,America/Detroit,,,,26,26125,26125144400,261251444004010,19820,220,ceo,census
l935,,https://www.aldi.us/stores/l/ga/decatur/3480-memorial-dr/l935,ALDI 3480 Memorial Dr.,open,3480 Memorial Dr.,Decatur,,Georgia,GA,30032,US,33.7538,-84.2707,America/New_York,,,,13,13089,13089022900,130890229002030,12060,122,ceo,census
l042,,https://www.aldi.us/stores/l/mi/canton/42053-ford-rd/l042,ALDI 42053 Ford Rd,open,42053 Ford Rd,Canton,,Michigan,MI,48187,US,42.3215,-83.4564,America/Detroit,,,,26,26163,26163564100,261635641003001,19820,220,ceo,census
f193,,https://www.aldi.us/stores/l/in/greencastle/65-putnam-plaza/f193,ALDI 65 Putnam Plaza,open,65 Putnam Plaza,Greencastle,,Indiana,IN,46135,US,39.648,-86.8283,America/Indiana/Indianapolis,,,,18,18133,18133956302,181339563022016,24600,294,ceo,census
l936,,https://www.aldi.us/stores/l/ga/lawrenceville/996-duluth-highway/l936,ALDI 996 Duluth Highway,open,996 Duluth Highway,Lawrenceville,,Georgia,GA,30043,US,33.9683,-84.0285,America/New_York,,,,13,13135,13135050574,131350505741008,12060,122,ceo,census
f179,,https://www.aldi.us/stores/l/il/mount-vernon/201-south-davidson-ave/f179,ALDI 201 South Davidson Ave,open,201 South Davidson Ave,Mount Vernon,,Illinois,IL,62864,US,38.316,-88.935,America/Chicago,,,,17,17081,17081050500,170810505003003,34500,,ceo,fcc
fb08,,https://www.aldi.us/stores/l/tx/houston/8650-barker-cypress-road/fb08,ALDI 8650 Barker Cypress Road,open,8650 Barker Cypress Road,Houston,,Texas,TX,77433,US,29.9047,-95.6849,America/Chicago,,,,48,48201,48201541207,482015412072004,26420,288,ceo,census
l043,,https://www.aldi.us/stores/l/mi/westland/707-s-wayne-rd/l043,ALDI 707 S. Wayne Rd,open,707 S. Wayne Rd,Westland,,Michigan,MI,48186,US,42.3048,-83.3877,America/Detroit,,,,26,26163,26163568400,261635684002009,19820,220,ceo,fcc
fb09,,https://www.aldi.us/stores/l/tx/houston/6751-bissonnet-street/fb09,ALDI 6751 Bissonnet St.,open,6751 Bissonnet Street,Houston,,Texas,TX,77074,US,29.6895,-95.5016,America/Chicago,,,,48,48201,48201422602,482014226021012,26420,288,ceo,census
l044,,https://www.aldi.us/stores/l/mi/highland-park/15111-woodward-ave/l044,ALDI 15111 Woodward Ave,open,15111 Woodward Ave,Highland Park,,Michigan,MI,48203,US,42.4099,-83.1012,America/Detroit,,,,26,26163,26163559800,261635598003001,19820,220,ceo,fcc
f758,,https://www.aldi.us/stores/l/wi/delavan/2027-east-geneva/f758,ALDI 2027 East Geneva,open,2027 East Geneva,Delavan,,Wisconsin,WI,53115,US,42.6286,-88.6075,America/Chicago,,,,55,55127,55127000801,551270008011023,48580,376,ceo,fcc
l937,,https://www.aldi.us/stores/l/ga/smyrna/2589-spring-rd/l937,ALDI 2589 Spring Rd,open,2589 Spring Rd,Smyrna,,Georgia,GA,30080,US,33.8838,-84.4772,America/New_York,,,,13,13067,13067031114,130670311142001,12060,122,ceo,census
l938,,https://www.aldi.us/stores/l/ga/jonesboro/615-north-avenue/l938,ALDI 615 North Avenue,open,615 North Avenue,Jonesboro,,Georgia,GA,30236,US,33.5342,-84.3701,America/New_York,,,,13,13063,13063040634,130630406342005,12060,122,ceo,census
f194,,https://www.aldi.us/stores/l/in/huntington/450-frontage-rd/f194,ALDI 450 Frontage Rd,open,450 Frontage Rd,Huntington,,Indiana,IN,46750,US,40.9018,-85.5078,America/Indiana/Indianapolis,,,,18,18069,18069961600,180699616001040,26540,258,ceo,census
l045,,https://www.aldi.us/stores/l/mi/eastpointe/18867-e-9-mile-rd/l045,ALDI 18867 E. 9 Mile Rd,open,18867 E. 9 Mile Rd,Eastpointe,,Michigan,MI,48021,US,42.4661,-82.9239,America/Detroit,,,,26,26099,26099258000,260992580003011,19820,220,ceo,census
f180,,https://www.aldi.us/stores/l/mo/sikeston/1045-south-main/f180,ALDI 1045 South Main,open,1045 South Main,Sikeston,,Missouri,MO,63801,US,36.8697,-89.5792,America/Chicago,,,,29,29201,29201781201,292017812014036,43460,164,ceo,census
f759,,https://www.aldi.us/stores/l/wi/stevens-point/5632-highway-10-east/f759,ALDI 5632 Highway 10 East,open,5632 Highway 10 East,Stevens Point,,Wisconsin,WI,54482,US,44.5241,-89.5068,America/Chicago,,,,55,55097,55097960500,550979605002121,44620,554,ceo,census
fb10,,https://www.aldi.us/stores/l/tx/spring/6912-farm-to-market-2920/fb10,ALDI 6912 FM 2920 Rd.,open,6912 Farm to Market 2920,Spring,,Texas,TX,77379,US,30.0775,-95.5305,America/Chicago,,,,48,48201,48201554907,482015549072000,26420,288,ceo,fcc
f195,,https://www.aldi.us/stores/l/in/richmond/4401-national-rd-e-ste-1/f195,ALDI 4401 National Rd E. Ste 1,open,4401 National Rd E. Ste 1,Richmond,,Indiana,IN,47374,US,39.8298,-84.8419,America/Indiana/Indianapolis,,,,18,18177,18177001102,181770011022010,39980,458,ceo,census
f181,,https://www.aldi.us/stores/l/il/litchfield/20-litchfield-plaza/f181,ALDI 20 Litchfield Plaza,open,20 Litchfield Plaza,Litchfield,,Illinois,IL,62056,US,39.1821,-89.6691,America/Chicago,,,,17,17135,17135957600,171359576002088,,,ceo,fcc
l175,,https://www.aldi.us/stores/l/pa/ebensburg/4490-admiral-peary-hwy/l175,ALDI 4490 Admiral Peary Hwy.,open,4490 Admiral Peary Hwy.,Ebensburg,,Pennsylvania,PA,15931,US,40.4714,-78.7531,America/New_York,,,,42,42021,42021012500,420210125004030,27780,306,ceo,census
l939,,https://www.aldi.us/stores/l/ga/stockbridge/5420-north-henry-blvd/l939,ALDI 5420 North Henry Blvd,open,5420 North Henry Blvd,Stockbridge,,Georgia,GA,30281,US,33.551,-84.2553,America/New_York,,,,13,13151,13151070113,131510701132014,12060,122,ceo,census
l046,,https://www.aldi.us/stores/l/mi/detroit/15415-gratiot-avenue/l046,ALDI 15415 Gratiot Avenue,open,15415 Gratiot Avenue,Detroit,,Michigan,MI,48205,US,42.449,-82.9702,America/Detroit,,,,26,26163,26163503100,261635031002000,19820,220,ceo,census
f760,,https://www.aldi.us/stores/l/wi/tomah/1844-north-superior-avenue/f760,ALDI 1844 North Superior,open,1844 North Superior Avenue,Tomah,,Wisconsin,WI,54660,US,44.0164,-90.5066,America/Chicago,,,,55,55081,55081950600,550819506001113,43890,317,ceo,census
f196,,https://www.aldi.us/stores/l/in/greenfield/1780-muskegon-lane/f196,ALDI 1780 Muskegon Lane,open,1780 Muskegon Lane,Greenfield,,Indiana,IN,46140,US,39.8101,-85.7723,America/Indiana/Indianapolis,,,,18,18059,18059410401,180594104011014,26900,294,ceo,census
l047,,https://www.aldi.us/stores/l/mi/southgate/17379-eureka-road/l047,ALDI 17379 Eureka Road,open,17379 Eureka Road,Southgate,,Michigan,MI,48195,US,42.198,-83.2211,America/Detroit,,,,26,26163,26163581200,261635812001002,19820,220,ceo,census
l940,,https://www.aldi.us/stores/l/ga/marietta/1260-powder-springs-street/l940,ALDI 1260 Powder Springs Street,open,1260 Powder Springs Street,Marietta,,Georgia,GA,30064,US,33.9223,-84.5786,America/New_York,,,,13,13067,13067030906,130670309061000,12060,122,ceo,census
f182,,https://www.aldi.us/stores/l/mo/cape-girardeau/2145-independence/f182,ALDI 2145 Independence,open,2145 Independence,Cape Girardeau,,Missouri,MO,63703,US,37.3061,-89.5505,America/Chicago,,,,29,29031,29031881100,290318811002037,16020,164,ceo,census
l393,,https://www.aldi.us/stores/l/md/eldersburg/1320-liberty-road-ste-b/l393,"ALDI 1320 Liberty Road, Ste B",open,1320 Liberty Road,Eldersburg,,Maryland,MD,21784,US,39.4054,-76.9483,America/New_York,,,,24,24013,24013505102,240135051021016,12580,548,ceo,census
fb11,,https://www.aldi.us/stores/l/tx/la-porte/9002-spencer-highway/fb11,ALDI 9002 Spencer Highway,open,9002 Spencer Highway,La Porte,,Texas,TX,77571,US,29.6637,-95.0973,America/Chicago,,,,48,48201,48201343000,482013430003007,26420,288,ceo,census
f763,,https://www.aldi.us/stores/l/il/waukegan/1620-north-lewis-ave/f763,ALDI 1620 North Lewis Ave,open,1620 North Lewis Ave,Waukegan,,Illinois,IL,60085,US,42.3828,-87.8565,America/Chicago,,,,17,17097,17097861804,170978618042000,16980,176,ceo,census
fa91,,https://www.aldi.us/stores/l/tx/killeen/3501-west-stan-schlueter-loop/fa91,ALDI 3501 W. Stan Schlueter Loop,open,3501 West Stan Schlueter Loop,Killeen,,Texas,TX,76549,US,31.0868,-97.7864,America/Chicago,,,,48,48027,48027023115,480270231151023,28660,,ceo,census
fb13,,https://www.aldi.us/stores/l/tx/baytown/5521-garth-road/fb13,ALDI 5521 Garth Road,open,5521 Garth Road,Baytown,,Texas,TX,77521,US,29.7835,-94.9797,America/Chicago,,,,48,48201,48201253202,482012532021023,26420,288,ceo,census
l048,,https://www.aldi.us/stores/l/mi/detroit/14708-mack-ave/l048,ALDI 14708 Mack Ave.,open,14708 Mack Ave.,Detroit,,Michigan,MI,48215,US,42.3863,-82.949,America/Detroit,,,,26,26163,26163512800,261635128003001,19820,220,ceo,census
f178,,https://www.aldi.us/stores/l/mo/columbia/1000-east-green-meadows-rd/f178,ALDI 1000 East Green Meadows Rd.,open,1000 East Green Meadows Rd.,Columbia,,Missouri,MO,65201,US,38.9123,-92.3262,America/Chicago,,,,29,29019,29019001105,290190011051015,17860,190,ceo,census
l941,,https://www.aldi.us/stores/l/ga/conyers/1794-ga-highway-138/l941,ALDI 1794 GA. Highway 138,open,1794 GA. Highway 138,Conyers,,Georgia,GA,30013,US,33.6378,-84.0165,America/New_York,,,,13,13247,13247060315,132470603152018,12060,122,ceo,census
f197,,https://www.aldi.us/stores/l/in/marion/2007-s-western-ave/f197,ALDI 2007 S Western Ave,open,2007 S Western Ave,Marion,,Indiana,IN,46953,US,40.5435,-85.6728,America/Indiana/Indianapolis,,,,18,18053,18053000700,180530007004061,31980,,ceo,census
l855,,https://www.aldi.us/stores/l/tx/waco/1220-north-valley-mills-drive/l855,ALDI 1220 N. Valley Mills Dr.,open,1220 North Valley Mills Drive,Waco,,Texas,TX,76710,US,31.5302,-97.1894,America/Chicago,,,,48,48309,48309002302,483090023021004,47380,,ceo,census
f268,,https://www.aldi.us/stores/l/mo/lebanon/668-s-jefferson/f268,ALDI 668 S. Jefferson,open,668 S. Jefferson,Lebanon,,Missouri,MO,65536,US,37.6762,-92.6565,America/Chicago,,,,29,29105,29105960500,291059605002037,30060,,ceo,census
