store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source
l049,,https://www.aldi.us/stores/l/mi/adrian/1427-e-us-223/l049,ALDI 1427 E. U.S. 223,open,1427 E. U.S. 223,Adrian,,Michigan,MI,49221,US,41.874,-84.0353,America/Detroit,,,,26,26091,26091061701,260910617011016,10300,220,ceo,census
f765,,https://www.aldi.us/stores/l/wi/monroe/640-eighth-street/f765,ALDI 640 Eighth Street,open,640 Eighth Street,Monroe,,Wisconsin,WI,53566,US,42.6031,-89.666,America/Chicago,,,,55,55045,55045960500,550459605002010,31540,357,ceo,census
l942,,https://www.aldi.us/stores/l/ga/lawrenceville/1225-scenic-highway/l942,ALDI 1225 Scenic Highway,open,1225 Scenic Highway,Lawrenceville,,Georgia,GA,30045,US,33.9015,-84.0057,America/New_York,,,,13,13135,13135050589,131350505892010,12060,122,ceo,census
l527,,https://www.aldi.us/stores/l/mn/princeton/1911-5th-st-n/l527,ALDI 1911 5th St N,open,1911 5th St N,Princeton,,Minnesota,MN,55371,US,45.5745,-93.6035,America/Chicago,,,,27,27095,27095170700,270951707002005,33460,378,ceo,census
f199,,https://www.aldi.us/stores/l/in/greenwood/300-s-state-road-135/f199,ALDI 300 S. State Road 135,open,300 S. State Road 135,Greenwood,,Indiana,IN,46142,US,39.6114,-86.1596,America/Indiana/Indianapolis,,,,18,18081,18081610605,180816106052030,26900,294,ceo,census
l943,,https://www.aldi.us/stores/l/ga/marietta/2125-roswell-rd-ste-30/l943,ALDI 2125 Roswell Rd Ste 30,open,2125 Roswell Rd Ste 30,Marietta,,Georgia,GA,30062,US,33.9675,-84.4914,America/New_York,,,,13,13067,13067030505,130670305052003,12060,122,ceo,fcc
f766,,https://www.aldi.us/stores/l/wi/waukesha/1663-arcadian-avenue/f766,ALDI 1663 Arcadian Avenue,open,1663 Arcadian Avenue,Waukesha,,Wisconsin,WI,53186,US,43.0133,-88.2016,America/Chicago,,,,55,55133,55133202500,551332025001006,33340,376,ceo,census
f270,,https://www.aldi.us/stores/l/ok/tulsa/8221-east-61st-street/f270,ALDI 8221 E. 61st Street Suite S,open,8221 East 61st Street,Tulsa,,Oklahoma,OK,74133,US,36.0765,-95.8851,America/Chicago,,,,40,40143,40143006907,401430069071013,46140,538,ceo,census
l050,,https://www.aldi.us/stores/l/mi/ferndale/8228-w-eight-mile-rd/l050,ALDI 8228 W. Eight Mile Rd,open,8228 W. Eight Mile Rd,Ferndale,,Michigan,MI,48220,US,42.4465,-83.1541,America/Detroit,,,,26,26125,26125172500,261251725002021,19820,220,ceo,census
fj42,,https://www.aldi.us/stores/l/mi/dearborn-heights/24130-van-born-road/fj42,ALDI 24130 Van Born Road,open,24130 Van Born Road,Dearborn Heights,,Michigan,MI,48125,US,42.2696,-83.2722,America/Detroit,,,,26,26163,26163572600,261635726003030,19820,220,ceo,census
fb15,,https://www.aldi.us/stores/l/tx/temple/3310-s-31st-street/fb15,ALDI 3310 S. 31st Street,open,3310 S. 31st Street,Temple,,Texas,TX,76502,US,31.0683,-97.3709,America/Chicago,,,,48,48027,48027021304,480270213042004,28660,,ceo,census
l944,,https://www.aldi.us/stores/l/ga/mableton/5020-floyd-road-sw/l944,ALDI 5020 Floyd Road SW,open,5020 Floyd Road SW,Mableton,,Georgia,GA,30126,US,33.8316,-84.5766,America/New_York,,,,13,13067,13067031306,130670313061005,12060,122,ceo,census
f200,,https://www.aldi.us/stores/l/in/frankfort/2465-e-wabash-street/f200,ALDI 2465 E. Wabash Street,open,2465 E. Wabash Street,Frankfort,,Indiana,IN,46041,US,40.2783,-86.4797,America/Indiana/Indianapolis,,,,18,18023,18023950200,180239502003062,23140,320,ceo,census
fb66,,https://www.aldi.us/stores/l/ca/san-diego/8788-navajo-rd/fb66,ALDI 8788 Navajo Rd,open,8788 Navajo Rd,San Diego,,California,CA,92119,US,32.8046,-117.0078,America/Los_Angeles,,,,06,06073,06073009804,060730098041000,41740,,ceo,census
f984,,https://www.aldi.us/stores/l/mi/bloomfield-hills/1967-s-telegraph-rd/f984,ALDI 1967 S.Telegraph Rd,open,1967 S .Telegraph Rd,Bloomfield Hills,,Michigan,MI,48302,US,42.6113,-83.3016,America/Detroit,,,,26,26125,26125150100,261251501004003,19820,220,ceo,census
l052,,https://www.aldi.us/stores/l/mi/garden-city/30005-ford-road/l052,ALDI 30005 Ford Road,open,30005 Ford Road,Garden City,,Michigan,MI,48135,US,42.325,-83.337,America/Detroit,,,,26,26163,26163569700,261635697002001,19820,220,ceo,census
f271,,https://www.aldi.us/stores/l/ok/muskogee/436-w-shawnee-street/f271,ALDI 436 W. Shawnee Street,open,436 W. Shawnee Street,Muskogee,,Oklahoma,OK,74401,US,35.7712,-95.3668,America/Chicago,,,,40,40101,40101000400,401010004001055,34780,538,ceo,census
l945,,https://www.aldi.us/stores/l/nc/hendersonville/110-duncan-hill-road/l945,ALDI 110 Duncan Hill Road,open,110 Duncan Hill Road,Hendersonville,,North Carolina,NC,28792,US,35.3321,-82.4499,America/New_York,,,,37,37089,37089931000,370899310001066,11700,120,ceo,census
fb17,,https://www.aldi.us/stores/l/tx/bryan/1760-briarcrest-dr/fb17,ALDI 1760 Briarcrest Dr.,open,1760 Briarcrest Dr.,Bryan,,Texas,TX,77802,US,30.6533,-96.337,America/Chicago,,,,48,48041,48041001101,480410011012000,17780,,ceo,census
f311,,https://www.aldi.us/stores/l/ks/salina/2403-south-9th-st/f311,ALDI 2403 South 9th St,open,2403 South 9th St,Salina,,Kansas,KS,67401,US,38.7976,-97.6122,America/Chicago,,,,20,20169,20169000700,201690007001023,41460,,ceo,census
f767,,https://www.aldi.us/stores/l/il/mundelein/730-south-route-83/f767,ALDI 730 South Route 83,open,730 South Route 83,Mundelein,,Illinois,IL,60060,US,42.2525,-88.0195,America/Chicago,,,,17,17097,17097864107,170978641072045,16980,176,ceo,census
l053,,https://www.aldi.us/stores/l/mi/redford/25851-grand-river-avenue/l053,ALDI 25851 Grand River Avenue,open,25851 Grand River Avenue,Redford,,Michigan,MI,48240,US,42.4324,-83.2989,America/Detroit,,,,26,26163,26163554200,261635542002003,19820,220,ceo,census
f201,,https://www.aldi.us/stores/l/in/greenwood/1595-us-31-s/f201,ALDI 1595 US 31 S,open,1595 US 31 S,Greenwood,,Indiana,IN,46143,US,39.5948,-86.102,America/Indiana/Indianapolis,,,,18,18081,18081610300,180816103002046,26900,294,ceo,fcc
f272,,https://www.aldi.us/stores/l/ok/tulsa/8205-south-olympia-avenue/f272,ALDI 8205 S. Olympia Ave.,open,8205 South Olympia Avenue,Tulsa,,Oklahoma,OK,74132,US,36.045,-96.0036,America/Chicago,,,,40,40143,40143006712,401430067121012,46140,538,ceo,census
f771,,https://www.aldi.us/stores/l/il/lake-zurich/981-s-rand-road/f771,ALDI 981 S. Rand Road,open,981 S. Rand Road,Lake Zurich,,Illinois,IL,60047,US,42.1808,-88.0813,America/Chicago,,,,17,17097,17097864412,170978644121004,16980,176,ceo,census
l946,,https://www.aldi.us/stores/l/nc/asheville/1344-patton-avenue/l946,ALDI 1344 Patton Avenue,open,1344 Patton Avenue,Asheville,,North Carolina,NC,28806,US,35.5832,-82.6044,America/New_York,,,,37,37021,37021001200,370210012001018,11700,120,ceo,census
f768,,https://www.aldi.us/stores/l/il/vernon-hills/1800-n-milwaukee-avenue/f768,ALDI 1800 N Milwaukee Avenue,open,1800 N Milwaukee Avenue,Vernon Hills,,Illinois,IL,60061,US,42.2596,-87.9497,America/Chicago,,,,17,17097,17097863904,170978639041000,16980,176,ceo,fcc
l054,,https://www.aldi.us/stores/l/mi/clinton-township/33650-gratiot-avenue/l054,ALDI 33650 Gratiot Avenue,open,33650 Gratiot Avenue,Clinton Township,,Michigan,MI,48035,US,42.5437,-82.9049,America/Detroit,,,,26,26099,26099241800,260992418001046,19820,220,ceo,census
l947,,https://www.aldi.us/stores/l/nc/arden/330-airport-road/l947,ALDI 330 Airport Road,open,330 Airport Road,Arden,,North Carolina,NC,28704,US,35.4506,-82.5287,America/New_York,,,,37,37021,37021002203,370210022032042,11700,120,ceo,census
l863,,https://www.aldi.us/stores/l/tx/granbury/1339-n-plaza-dr/l863,ALDI 1339 N. Plaza Dr.,open,1339 N. Plaza Dr.,Granbury,,Texas,TX,76048,US,32.4365,-97.7681,America/Chicago,,,,48,48221,48221160206,482211602063015,24180,206,ceo,census
f202,,https://www.aldi.us/stores/l/in/seymour/1710-east-tipton-st/f202,ALDI 1710 East Tipton St,open,1710 East Tipton St,Seymour,,Indiana,IN,47274,US,38.9576,-85.8618,America/Indiana/Indianapolis,,,,18,18071,18071967502,180719675021062,42980,294,ceo,census
f935,,https://www.aldi.us/stores/l/tn/greeneville/3800-e-andrew-johnson-hwy/f935,ALDI 3800 E. Andrew Johnson Hwy,open,3800 E. Andrew Johnson Hwy,Greeneville,,Tennessee,TN,37745,US,36.184,-82.7596,America/New_York,,,,47,47059,47059090200,470590902001059,24620,304,ceo,census
f772,,https://www.aldi.us/stores/l/il/volo/2741-hartigan-rd/f772,ALDI 2741 Hartigan Rd,open,2741 Hartigan Rd,Volo,,Illinois,IL,60020,US,42.362,-88.1676,America/Chicago,,,,17,17097,17097860906,170978609063046,16980,176,ceo,census
l055,,https://www.aldi.us/stores/l/mi/wyoming/2840-clyde-park-ave-sw/l055,ALDI 2840 Clyde Park Ave. SW,open,2840 Clyde Park Ave. SW,Wyoming,,Michigan,MI,49509,US,42.9125,-85.6849,America/Detroit,,,,26,26081,26081013700,260810137001007,24340,266,ceo,census
l948,,https://www.aldi.us/stores/l/nc/weaverville/58-weaver-blvd/l948,ALDI 58 Weaver Blvd,open,58 Weaver Blvd,Weaverville,,North Carolina,NC,28787,US,35.7028,-82.5638,America/New_York,,,,37,37021,37021002702,370210027021004,11700,120,ceo,census
f273,,https://www.aldi.us/stores/l/ok/tulsa/8207-east-103rd-street/f273,ALDI 8207 E. 103rd Street,open,8207 East 103rd Street,Tulsa,,Oklahoma,OK,74133,US,36.0144,-95.8843,America/Chicago,,,,40,40143,40143007652,401430076522009,46140,538,ceo,fcc
l864,,https://www.aldi.us/stores/l/tx/brownwood/519-w-commerce-street/l864,ALDI 519 W. Commerce Street,open,519 W. Commerce Street,Brownwood,,Texas,TX,76801,US,31.7292,-98.9859,America/Chicago,,,,48,48049,48049950600,480499506002004,15220,,ceo,census
l056,,https://www.aldi.us/stores/l/mi/flint/4270-corunna-road/l056,ALDI 4270 Corunna Road,open,4270 Corunna Road,Flint,,Michigan,MI,48532,US,43.0029,-83.7636,America/Detroit,,,,26,26049,26049010910,260490109102001,22420,220,ceo,census
f203,,https://www.aldi.us/stores/l/in/aurora/13938-wilson-creek-rd/f203,ALDI 13938 Wilson Creek Rd,open,13938 Wilson Creek Rd,Aurora,,Indiana,IN,47001,US,39.0771,-84.8952,America/New_York,,,,18,18029,18029080500,180290805001005,17140,178,ceo,census
f773,,https://www.aldi.us/stores/l/wi/germantown/n96w18838-county-line-road/f773,ALDI N96W18838 County Line Road,open,N96W18838 County Line Road,Germantown,,Wisconsin,WI,53022,US,43.193,-88.1434,America/Chicago,,,,55,55131,55131470100,551314701003025,33340,376,ceo,census
f274,,https://www.aldi.us/stores/l/ok/broken-arrow/2400-w-kenosha-street/f274,ALDI 2400 W. Kenosha Street,open,2400 W. Kenosha Street,Broken Arrow,,Oklahoma,OK,74012,US,36.062,-95.8209,America/Chicago,,,,40,40143,40143007409,401430074091009,46140,538,ceo,census
l057,,https://www.aldi.us/stores/l/mi/flushing/5340-w-pierson-rd/l057,ALDI 5340 W Pierson Rd,open,5340 W Pierson Rd,Flushing,,Michigan,MI,48433,US,43.0611,-83.7881,America/Detroit,,,,26,26049,26049010502,260490105021007,22420,220,ceo,census
f251,,https://www.aldi.us/stores/l/in/carmel/10584-workout-way/f251,ALDI 10584 Workout Way,open,10584 Workout Way,Carmel,,Indiana,IN,46032,US,39.9402,-86.2389,America/Indiana/Indianapolis,,,,18,18057,18057111103,180571111032010,26900,294,ceo,census
fb18,,https://www.aldi.us/stores/l/tx/killeen/2500-e-central-tx-expy-no-e/fb18,ALDI 2500 E Central TX Expy No. E,open,2500 E Central TX Expy No. E,Killeen,,Texas,TX,76543,US,31.0878,-97.7196,America/Chicago,,,,48,48027,48027022405,480270224051001,28660,,ceo,census
f204,,https://www.aldi.us/stores/l/in/logansport/4129-e-market-street/f204,ALDI 4129 E. Market Street,open,4129 E. Market Street,Logansport,,Indiana,IN,46947,US,40.7565,-86.3097,America/Indiana/Indianapolis,,,,18,18017,18017951600,180179516001036,30900,,ceo,census
l059,,https://www.aldi.us/stores/l/mi/clinton-township/39827-s-groesbeck-hwy/l059,ALDI 39827 S Groesbeck Hwy,open,39827 S Groesbeck Hwy,Clinton Township,,Michigan,MI,48036,US,42.5921,-82.9011,America/Detroit,,,,26,26099,26099240700,260992407002008,19820,220,ceo,fcc
l953,,https://www.aldi.us/stores/l/sc/greenville/100-chalmers-road/l953,ALDI 100 Chalmers Road,open,100 Chalmers Road,Greenville,,South Carolina,SC,29605,US,34.7992,-82.3748,America/New_York,,,,45,45045,45045001502,450450015021026,24860,273,ceo,census
l954,,https://www.aldi.us/stores/l/sc/anderson/4115-clemson-blvd/l954,ALDI 4115 Clemson Blvd,open,4115 Clemson Blvd,Anderson,,South Carolina,SC,29621,US,34.5598,-82.6934,America/New_York,,,,45,45007,45007011100,450070111002022,24860,273,ceo,census
f774,,https://www.aldi.us/stores/l/wi/appleton/116-north-linwood-avenue/f774,ALDI 116 North Linwood,open,116 North Linwood Avenue,Appleton,,Wisconsin,WI,54914,US,44.2624,-88.4323,America/Chicago,,,,55,55087,55087010200,550870102005005,11540,118,ceo,census
l366,,https://www.aldi.us/stores/l/md/frederick/5600-b-urbana-pike/l366,ALDI 5600-B Urbana Pike,open,5600-B Urbana Pike,Frederick,,Maryland,MD,21704,US,39.3861,-77.4046,America/New_York,,,,24,24021,24021751003,240217510033011,47900,548,ceo,census
f275,,https://www.aldi.us/stores/l/ok/bartlesville/2553-southeast-washington-boulevard/f275,ALDI 2553 SE Washington Blvd,open,2553 Southeast Washington Boulevard,Bartlesville,,Oklahoma,OK,74006,US,36.7112,-95.9362,America/Chicago,,,,40,40147,40147000700,401470007003001,12780,538,ceo,census
fb19,,https://www.aldi.us/stores/l/tx/houston/10064-almeda-genoa-road/fb19,ALDI 10064 Almeda Genoa Rd,open,10064 Almeda-Genoa Road,Houston,,Texas,TX,77075,US,29.6268,-95.2371,America/Chicago,,,,48,48201,48201333903,482013339032003,26420,288,ceo,census
l060,,https://www.aldi.us/stores/l/mi/shelby-township/47342-van-dyke-ave/l060,ALDI 47342 Van Dyke Ave,open,47342 Van Dyke Ave,Shelby Township,,Michigan,MI,48317,US,42.6429,-83.0317,America/Detroit,,,,26,26099,26099225900,260992259002017,19820,220,ceo,census
f205,,https://www.aldi.us/stores/l/in/bedford/908-constitution-avenue/f205,ALDI 908 Constitution Avenue,open,908 Constitution Avenue,Bedford,,Indiana,IN,47421,US,38.8685,-86.5182,America/Indiana/Indianapolis,,,,18,18093,18093951000,180939510004029,13260,144,ceo,census
l531,,https://www.aldi.us/stores/l/mn/minneapolis/2929-27th-ave-s/l531,ALDI 2929 27th Ave S,open,2929 27th Ave S,Minneapolis,,Minnesota,MN,55406,US,44.9495,-93.2324,America/Chicago,,,,27,27053,27053107400,270531074001014,33460,378,ceo,census
f775,,https://www.aldi.us/stores/l/wi/appleton/2310-s-kensington-dr/f775,ALDI 2310 S Kensington Dr,open,2310 S Kensington Dr,Appleton,,Wisconsin,WI,54915,US,44.2406,-88.3592,America/Chicago,,,,55,55015,55015020304,550150203042001,11540,118,ceo,census
f932,,https://www.aldi.us/stores/l/tn/johnson-city/1400-w-market-st/f932,ALDI 1400 W Market St,open,1400 W Market St,Johnson City,,Tennessee,TN,37604,US,36.3141,-82.3815,America/New_York,,,,47,47179,47179062000,471790620002012,27740,304,ceo,fcc
f276,,https://www.aldi.us/stores/l/ok/tulsa/12572-e-21st-street/f276,ALDI 12572 E 21st Street,open,12572 E 21st Street,Tulsa,,Oklahoma,OK,74129,US,36.1327,-95.834,America/Chicago,,,,40,40143,40143007306,401430073062000,46140,538,ceo,census
l061,,https://www.aldi.us/stores/l/mi/coldwater/811-e-chicago-street/l061,ALDI 811 E. Chicago Street,open,811 E. Chicago Street,Coldwater,,Michigan,MI,49036,US,41.9357,-84.9664,America/Detroit,,,,26,26023,26023951301,260239513011029,17740,,ceo,census
l994,,https://www.aldi.us/stores/l/fl/royal-palm-beach/1111-n-state-road-7/l994,ALDI 1111 N. State Road 7,open,1111 N. State Road 7,Royal Palm Beach,,Florida,FL,33411,US,26.7044,-80.2019,America/New_York,,,,12,12099,12099007813,120990078132004,33100,370,ceo,census
f933,,https://www.aldi.us/stores/l/tn/kingsport/2617-east-stone-drive/f933,ALDI 2617 East Stone Drive,open,2617 East Stone Drive,Kingsport,,Tennessee,TN,37660,US,36.549,-82.4929,America/New_York,,,,47,47163,47163040900,471630409001002,28700,304,ceo,census
fc71,,https://www.aldi.us/stores/l/va/staunton/113-george-cochran-parkway/fc71,ALDI 113 George Cochran Parkway,open,113 George Cochran Parkway,Staunton,,Virginia,VA,24401,US,38.1306,-79.0408,America/New_York,,,,51,51790,51790000600,517900006002032,44420,277,ceo,fcc
f776,,https://www.aldi.us/stores/l/il/antioch/1390-deep-lake-road/f776,ALDI 1390 Deep Lake Road,open,1390 Deep Lake Road,Antioch,,Illinois,IL,60002,US,42.4655,-88.0631,America/Chicago,,,,17,17097,17097860811,170978608112000,16980,176,ceo,census
f277,,https://www.aldi.us/stores/l/ok/owasso/9259-n-owasso-expy/f277,ALDI 9259 N Owasso Expy,open,9259 N Owasso Expy,Owasso,,Oklahoma,OK,74055,US,36.288,-95.8396,America/Chicago,,,,40,40143,40143005805,401430058051006,46140,538,ceo,census
fo05,,https://www.aldi.us/stores/l/fl/nokomis/1235-n-tamiami-trail/fo05,ALDI 1235 N. Tamiami Trail,open,1235 N. Tamiami Trail,Nokomis,,Florida,FL,34275,US,27.1407,-82.4603,America/New_York,,,,12,12115,12115002204,121150022042021,35840,412,ceo,census
f207,,https://www.aldi.us/stores/l/in/bloomington/2035-s-liberty-dr/f207,ALDI 2035 S Liberty Dr,open,2035 S Liberty Dr,Bloomington,,Indiana,IN,47403,US,39.1473,-86.5763,America/Indiana/Indianapolis,,,,18,18105,18105000501,181050005014001,14020,144,ceo,census
l062,,https://www.aldi.us/stores/l/mi/wyoming/289-54th-street-sw/l062,ALDI 289 54th Street SW,open,289 54th Street SW,Wyoming,,Michigan,MI,49548,US,42.8663,-85.671,America/Detroit,,,,26,26081,26081014300,260810143002008,24340,266,ceo,fcc
l959,,https://www.aldi.us/stores/l/sc/laurens/401-exchange-dr/l959,ALDI 401 Exchange Dr.,open,401 Exchange Dr.,Laurens,,South Carolina,SC,29360,US,34.4958,-81.985,America/New_York,,,,45,45059,45059920302,450599203023007,24860,273,ceo,census
l690,,https://www.aldi.us/stores/l/fl/lake-wales/753-thompson-nursery-road/l690,ALDI 753 Thompson Nursery Road,open,753 Thompson Nursery Road,Lake Wales,,Florida,FL,33859,US,27.9563,-81.6226,America/New_York,,,,12,12105,12105014401,121050144013000,29460,422,ceo,census
l063,,https://www.aldi.us/stores/l/mi/oak-park/26300-greenfield-road/l063,ALDI 26300 Greenfield Road,open,26300 Greenfield Road,Oak Park,,Michigan,MI,48237,US,42.4855,-83.2009,America/Detroit,,,,26,26125,26125171000,261251710005003,19820,220,ceo,fcc
l999,,https://www.aldi.us/stores/l/fl/naples/6171-naples-blvd/l999,ALDI 6171 Naples Blvd,open,6171 Naples Blvd,Naples,,Florida,FL,34109,US,26.2188,-81.7745,America/New_York,,,,12,12021,12021010216,120210102163009,34940,163,ceo,census
f777,,https://www.aldi.us/stores/l/wi/janesville/2901-deerfield-dr/f777,ALDI 2901 Deerfield Dr,open,2901 Deerfield Dr,Janesville,,Wisconsin,WI,53546,US,42.717,-88.9811,America/Chicago,,,,55,55105,55105001305,551050013052018,27500,357,ceo,census
l960,,https://www.aldi.us/stores/l/sc/spartanburg/1605-e-main-street/l960,ALDI 1605 E. Main Street,open,1605 E. Main Street,Spartanburg,,South Carolina,SC,29307,US,34.9641,-81.8973,America/New_York,,,,45,45083,45083021302,450830213022004,43900,273,ceo,census
f209,,https://www.aldi.us/stores/l/in/fort-wayne/10007-lima-rd/f209,ALDI 10007 Lima Rd.,open,10007 Lima Rd.,Fort Wayne,,Indiana,IN,46818,US,41.1738,-85.1686,America/Indiana/Indianapolis,,,,18,18003,18003010603,180030106031010,23060,258,ceo,census
l064,,https://www.aldi.us/stores/l/mi/sterling-heights/34030-van-dyke-avenue/l064,ALDI 34030 Van Dyke Avenue,open,34030 Van Dyke Avenue,Sterling Heights,,Michigan,MI,48312,US,42.5444,-83.0281,America/Detroit,,,,26,26099,26099232200,260992322004000,19820,220,ceo,census
fa02,,https://www.aldi.us/stores/l/fl/miami-lakes/16367-nw-57th-ave/fa02,ALDI 16367 NW 57th Ave,open,16367 NW 57th Ave,Miami Lakes,,Florida,FL,33014,US,25.922,-80.2925,America/New_York,,,,12,12086,12086000507,120860005072011,33100,370,ceo,fcc
f778,,https://www.aldi.us/stores/l/wi/greenfield/4225-s-108th-street/f778,ALDI 4225 S. 108th Street,open,4225 S. 108th Street,Greenfield,,Wisconsin,WI,53228,US,42.9674,-88.0492,America/Chicago,,,,55,55079,55079120102,550791201022010,33340,376,ceo,census
fa09,,https://www.aldi.us/stores/l/fl/fort-myers/10991-saxum-dr/fa09,ALDI 10991 Saxum Dr,open,10991 Saxum Dr,Fort Myers,,Florida,FL,33908,US,26.4946,-81.9346,America/New_York,,,,12,12071,12071001916,120710019163000,15980,163,ceo,fcc
l961,,https://www.aldi.us/stores/l/sc/easley/4835-calhoun-memorial-highw/l961,ALDI 4835 Calhoun Memorial Highw,open,4835 Calhoun Memorial Highw,Easley,,South Carolina,SC,29640,US,34.8256,-82.544,America/New_York,,,,45,45077,45077010903,450770109033013,24860,273,ceo,census
f278,,https://www.aldi.us/stores/l/ne/lincoln/8350-o-street/f278,ALDI 8350 O Street,open,8350 O Street,Lincoln,,Nebraska,NE,68510,US,40.8142,-96.6065,America/Chicago,,,,31,31109,31109010202,311090102021094,30700,339,ceo,census
f210,,https://www.aldi.us/stores/l/in/fort-wayne/7325-s-anthony-blvd/f210,ALDI 7325 S Anthony Blvd,open,7325 S Anthony Blvd,Fort Wayne,,Indiana,IN,46816,US,41.0183,-85.1114,America/Indiana/Indianapolis,,,,18,18003,18003011302,180030113022018,23060,258,ceo,census
